Image,Name,Class,Parent,ROI,Centroid X px,Centroid Y px,Detection probability,Area px^2,Length px,Circularity,Solidity,Max diameter px,Min diameter px,Hematoxylin: Mean,Hematoxylin: Median,Hematoxylin: Min,Hematoxylin: Max,Hematoxylin: Std.Dev.,Eosin: Mean,Eosin: Median,Eosin: Min,Eosin: Max,Eosin: Std.Dev.,Delaunay: Num neighbors,Delaunay: Mean distance,Delaunay: Median distance,Delaunay: Max distance,Delaunay: Min distance,Delaunay: Mean triangle area,Delaunay: Max triangle area,Cluster mean: Detection probability,Cluster mean: Area px^2,Cluster mean: Length px,Cluster mean: Circularity,Cluster mean: Solidity,Cluster mean: Max diameter px,Cluster mean: Min diameter px,Cluster mean: Hematoxylin: Mean,Cluster mean: Hematoxylin: Median,Cluster mean: Hematoxylin: Min,Cluster mean: Hematoxylin: Max,Cluster mean: Hematoxylin: Std.Dev.,Cluster mean: Eosin: Mean,Cluster mean: Eosin: Median,Cluster mean: Eosin: Min,Cluster mean: Eosin: Max,Cluster mean: Eosin: Std.Dev.,Cluster mean: Delaunay: Num neighbors,Cluster mean: Delaunay: Mean distance,Cluster mean: Delaunay: Median distance,Cluster mean: Delaunay: Max distance,Cluster mean: Delaunay: Min distance,Cluster mean: Delaunay: Mean triangle area,Cluster mean: Delaunay: Max triangle area,Cluster size,Max Prediction Probability,Class Type
M06__D-7.png,M06__D-7_1_5744,,Tissue,Polygon,2675.7,238.93,0.702,350.8483,67.7945,0.9593,1.0,23.8229,19.5834,0.0893,0.0749,-0.0134,0.3052,0.0473,0.1249,0.1124,0.0423,0.2795,0.0465,7,45.1327,29.988,118.04,23.5822,848.2343,2856.439,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.49660453,Others
M06__D-7.png,M06__D-7_1_8015,,Tissue,Polygon,5291.1,2386.6,0.702,69.6981,41.0356,0.5201,0.7599,14.6155,8.981,0.2349,0.2189,0.0672,0.4103,0.0731,0.4234,0.4252,0.176,0.5753,0.0946,4,30.43,19.9108,68.0784,13.8199,183.5649,288.5416,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,1.0,Neutrophil
M06__D-7.png,M06__D-7_1_7487,,Tissue,Polygon,2894.8,846.87,0.702,70.1052,33.9099,0.7661,0.9987,14.3451,6.4596,0.1405,0.1403,0.045,0.227,0.041,0.1107,0.1203,0.0046,0.2044,0.041,6,51.5226,51.689,69.3911,35.9923,833.2631,1552.949,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.6435221,Others
M06__D-7.png,M06__D-7_1_4438,,Tissue,Polygon,3900.3,2527.5,0.702,49.2775,37.2011,0.4475,0.7466,13.1504,6.4038,0.3514,0.3352,-0.0006,0.9312,0.1834,0.3305,0.2704,0.0414,1.4833,0.2219,7,62.1781,42.0899,185.806,15.0253,2027.2191,8095.2583,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.9104784,Neutrophil
M06__D-7.png,M06__D-7_1_7380,,Tissue,Polygon,1198.6,3502.4,0.7019,107.7617,40.3489,0.8318,0.9867,15.9197,8.582,0.4245,0.4183,0.0999,0.8963,0.1797,0.3096,0.3111,0.0511,0.7591,0.1214,6,39.4896,39.8962,50.7411,25.6108,571.7889,918.3578,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.68751204,Others
M06__D-7.png,M06__D-7_1_4393,,Tissue,Polygon,5853.2,1995.4,0.7019,555.7373,89.3373,0.875,1.0,35.3658,19.8777,0.1346,0.1251,-0.0074,0.3694,0.0658,0.1298,0.1274,0.0059,0.2964,0.056,4,135.2464,96.8028,319.7214,27.6585,7298.6226,23283.9023,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.86536473,Tumor
M06__D-7.png,M06__D-7_1_3138,,Tissue,Polygon,2962.4,1573.3,0.7018,182.1477,54.3561,0.7747,0.9622,21.6863,11.9041,0.2597,0.2348,0.0551,0.5956,0.1276,0.3617,0.2812,0.0443,1.3646,0.2699,7,47.5852,38.9956,76.2102,23.0732,890.4119,1477.7883,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.7774328,Lymphocyte
M06__D-7.png,M06__D-7_1_3752,,Tissue,Polygon,2592.4,718.16,0.7018,144.4103,53.164,0.6421,0.9827,23.4724,7.5618,0.1494,0.1459,0.0525,0.2666,0.0426,0.1313,0.1317,0.0416,0.23,0.0424,9,88.9967,93.4564,119.91,43.8155,2395.9412,4751.7495,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,1.0,Neutrophil
M06__D-7.png,M06__D-7_1_5797,,Tissue,Polygon,2521.0,2223.6,0.7018,286.9918,65.8315,0.8322,0.9779,25.7945,15.2517,0.1574,0.144,-0.0047,0.5079,0.0673,0.2205,0.2054,0.095,0.7371,0.0754,5,81.5316,36.4499,284.2562,15.7372,1687.4716,5172.6064,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.5364817,Others
M06__D-7.png,M06__D-7_1_2613,,Tissue,Polygon,3869.9,985.79,0.7018,606.4046,88.072,0.9824,1.0,29.1311,26.7591,0.041,0.0404,-0.0187,0.1142,0.0208,0.1154,0.11,0.038,0.2548,0.0372,8,103.7659,107.9454,143.2259,57.0697,3696.1809,6418.0195,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.99857914,Tumor
M06__D-7.png,M06__D-7_1_8184,,Tissue,Polygon,2277.6,4646.9,0.7016,325.4141,68.1355,0.8808,0.9998,26.5773,15.7467,0.0805,0.0764,0.0151,0.1914,0.0389,0.0593,0.0534,0.0014,0.1517,0.035,6,37.2337,35.6118,53.2395,31.3953,565.7438,947.7293,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.32805565,Others
M06__D-7.png,M06__D-7_1_2713,,Tissue,Polygon,1544.4,2345.3,0.7016,190.7977,56.7567,0.7443,0.9454,21.9879,13.1967,0.2472,0.2184,-0.0032,0.965,0.1722,0.2585,0.2453,0.0245,1.5531,0.1544,7,78.999,74.9421,120.1965,49.3642,2128.3115,4426.3755,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.99541557,Neutrophil
M06__D-7.png,M06__D-7_1_8088,,Tissue,Polygon,1482.2,4034.6,0.7016,270.5333,62.7995,0.862,0.9951,25.1519,13.8636,0.3037,0.2803,0.1023,0.7053,0.1231,0.326,0.3128,0.1074,0.6854,0.0793,7,60.8544,69.7374,80.2056,20.9102,1255.6104,2778.7593,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.65417486,Others
M06__D-7.png,M06__D-7_1_495,,Tissue,Polygon,5892.7,2201.4,0.7014,252.3439,59.6735,0.8905,0.9946,22.9455,15.2504,0.1413,0.1252,0.0061,0.3554,0.0726,0.2961,0.2923,0.1098,0.5692,0.0869,8,148.3118,64.1896,483.6314,33.1528,7697.6152,44764.4336,0.6517,231.007,54.7188,0.8292,0.9779,20.8973,12.8118,0.1757,0.1635,0.027,0.4383,0.0835,0.1937,0.18,0.0381,0.5065,0.0897,5.9913,62.0329,55.6432,112.8205,25.8201,1728.2941,4914.3848,8259,0.42641836,Others
