Image,Name,Class,Parent,ROI,Centroid X px,Centroid Y px,Detection probability,Area px^2,Length px,Circularity,Solidity,Max diameter px,Min diameter px,Hematoxylin: Mean,Hematoxylin: Median,Hematoxylin: Min,Hematoxylin: Max,Hematoxylin: Std.Dev.,Eosin: Mean,Eosin: Median,Eosin: Min,Eosin: Max,Eosin: Std.Dev.,Delaunay: Num neighbors,Delaunay: Mean distance,Delaunay: Median distance,Delaunay: Max distance,Delaunay: Min distance,Delaunay: Mean triangle area,Delaunay: Max triangle area,Cluster mean: Detection probability,Cluster mean: Area px^2,Cluster mean: Length px,Cluster mean: Circularity,Cluster mean: Solidity,Cluster mean: Max diameter px,Cluster mean: Min diameter px,Cluster mean: Hematoxylin: Mean,Cluster mean: Hematoxylin: Median,Cluster mean: Hematoxylin: Min,Cluster mean: Hematoxylin: Max,Cluster mean: Hematoxylin: Std.Dev.,Cluster mean: Eosin: Mean,Cluster mean: Eosin: Median,Cluster mean: Eosin: Min,Cluster mean: Eosin: Max,Cluster mean: Eosin: Std.Dev.,Cluster mean: Delaunay: Num neighbors,Cluster mean: Delaunay: Mean distance,Cluster mean: Delaunay: Median distance,Cluster mean: Delaunay: Max distance,Cluster mean: Delaunay: Min distance,Cluster mean: Delaunay: Mean triangle area,Cluster mean: Delaunay: Max triangle area,Cluster size,Max Prediction Probability,Class Type
M06__G-1.png,M06__G-1_1_5430,,Tissue,Polygon,4492.0,2151.4,0.5741,399.3923,75.6324,0.8774,0.9965,29.3117,17.8665,0.1405,0.1419,0.0987,0.1984,0.0175,0.0173,0.0153,-0.0051,0.0481,0.0098,4,20.5204,20.03,26.3254,15.6963,165.5273,195.3491,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.75036156,Tumor
M06__G-1.png,M06__G-1_1_1027,,Tissue,Polygon,2588.9,4947.8,0.5741,226.0571,62.4994,0.7272,0.9937,26.6722,10.368,0.1031,0.1055,-0.0059,0.1955,0.0414,0.1967,0.1944,0.0794,0.3342,0.0483,6,37.0078,38.4532,54.4609,19.7862,635.7194,1243.1255,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.9877509,Lymphocyte
M06__G-1.png,M06__G-1_1_1357,,Tissue,Polygon,5335.2,2978.4,0.5739,227.7307,54.6065,0.9597,1.0,19.3659,15.182,0.0965,0.0972,0.0323,0.1506,0.0212,0.0838,0.0714,-0.0017,0.2138,0.0563,5,43.6485,45.8405,79.6218,21.1588,611.4032,1014.5891,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.9994254,Lymphocyte
M06__G-1.png,M06__G-1_1_1109,,Tissue,Polygon,1383.1,1642.2,0.5737,180.6704,54.9336,0.7524,0.9893,22.9923,9.6974,0.1364,0.1292,0.0431,0.223,0.0435,0.0192,0.0177,-0.0156,0.0473,0.0125,6,43.5008,48.8085,71.6142,13.8218,732.7892,2097.7788,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.7789977,Lymphocyte
M06__G-1.png,M06__G-1_1_454,,Tissue,Polygon,4401.8,827.13,0.5735,44.119,24.4395,0.9282,1.0,8.8307,6.8144,0.1203,0.1205,0.0811,0.1456,0.0151,0.0417,0.0366,0.0201,0.0802,0.0142,4,38.3564,32.0206,75.3179,14.0664,706.5663,1810.3276,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.89697057,Lymphocyte
M06__G-1.png,M06__G-1_1_3930,,Tissue,Polygon,4243.4,270.36,0.5735,138.8667,45.0575,0.8596,1.0,18.2514,9.8633,0.1118,0.1142,0.0693,0.1467,0.0145,0.0372,0.0383,0.0201,0.0507,0.0071,7,44.2747,28.4762,83.9638,13.8651,739.8656,2190.3181,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.70183545,Others
M06__G-1.png,M06__G-1_1_2775,,Tissue,Polygon,5413.6,2697.9,0.5734,46.2452,24.8461,0.9414,1.0,8.7371,7.1697,0.1384,0.1287,0.0371,0.2811,0.0604,0.0685,0.0703,0.0176,0.1182,0.0253,10,131.8669,128.2153,284.0484,27.573,6702.6396,23351.1074,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.98355985,Neutrophil
M06__G-1.png,M06__G-1_1_1681,,Tissue,Polygon,2027.2,3766.2,0.5733,40.8784,29.2681,0.5997,0.8329,10.5444,5.7066,0.2108,0.1944,0.0987,0.3747,0.0773,0.0315,0.0313,-0.0131,0.0793,0.0232,9,183.5614,210.537,234.6656,12.9096,9217.2803,19675.1895,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.90476555,Neutrophil
M06__G-1.png,M06__G-1_1_2656,,Tissue,Polygon,4551.7,961.43,0.5732,66.3284,34.1156,0.7161,1.0,14.3154,5.7203,0.1191,0.122,0.0715,0.1413,0.0147,0.0315,0.0333,-0.0027,0.0645,0.0155,4,36.5442,28.278,78.0043,11.6164,522.0086,1505.5907,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.8731917,Lymphocyte
M06__G-1.png,M06__G-1_1_3503,,Tissue,Polygon,5483.9,2223.1,0.573,287.0912,70.2674,0.7307,0.8786,23.5846,19.0811,0.119,0.1123,0.0636,0.239,0.035,0.0717,0.0559,0.0136,0.1861,0.0378,4,33.9321,27.1982,64.5723,16.7598,303.3063,565.7253,0.6335,236.6053,57.9237,0.7871,0.9602,22.3886,12.795,0.1449,0.1417,0.0656,0.2457,0.0377,0.0408,0.0397,-0.0007,0.0933,0.0186,5.9878,67.0694,61.2606,120.9984,26.5503,2052.5608,5737.7119,5754,0.8799899,Lymphocyte
